"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2003,10,"DH","Atlantic Coast Airlines","BUF","Buffalo, NY: Buffalo Niagara International",217.00,27.00,16.76,1.51,3.05,0.00,5.68,1.00,0.00,1392.00,743.00,118.00,82.00,0.00,449.00,
2003,10,"DH","Atlantic Coast Airlines","CAE","Columbia, SC: Columbia Metropolitan",356.00,56.00,32.18,2.91,14.23,0.00,6.68,5.00,0.00,2856.00,1856.00,267.00,367.00,0.00,366.00,
2003,10,"DH","Atlantic Coast Airlines","CAK","Akron, OH: Akron-Canton Regional",32.00,7.00,4.52,0.72,0.98,0.00,0.78,0.00,0.00,438.00,321.00,18.00,57.00,0.00,42.00,
2003,10,"DH","Atlantic Coast Airlines","CHA","Chattanooga, TN: Lovell Field",62.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,49.00,0.00,0.00,0.00,0.00,49.00,
2003,10,"DH","Atlantic Coast Airlines","CHO","Charlottesville, VA: Charlottesville Albemarle",186.00,20.00,14.19,0.83,3.00,0.00,1.98,1.00,0.00,660.00,411.00,71.00,93.00,0.00,85.00,
2003,10,"DH","Atlantic Coast Airlines","CHS","Charleston, SC: Charleston AFB/International",252.00,47.00,23.45,4.06,13.68,1.00,4.81,4.00,0.00,1983.00,1159.00,137.00,411.00,57.00,219.00,
2003,10,"DH","Atlantic Coast Airlines","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa",148.00,15.00,11.68,0.61,1.71,0.00,1.00,1.00,0.00,534.00,393.00,42.00,60.00,0.00,39.00,
2003,10,"DH","Atlantic Coast Airlines","CLE","Cleveland, OH: Cleveland-Hopkins International",212.00,26.00,17.27,1.00,7.03,0.00,0.70,7.00,0.00,1177.00,812.00,22.00,297.00,0.00,46.00,
2003,10,"DH","Atlantic Coast Airlines","CLT","Charlotte, NC: Charlotte Douglas International",279.00,35.00,17.49,2.96,11.23,0.00,3.31,5.00,0.00,1456.00,799.00,180.00,382.00,0.00,95.00,
2003,10,"DH","Atlantic Coast Airlines","CMH","Columbus, OH: John Glenn Columbus International",124.00,12.00,4.83,1.00,5.17,0.00,1.00,3.00,0.00,540.00,256.00,37.00,199.00,0.00,48.00,
2003,10,"DH","Atlantic Coast Airlines","CRW","Charleston/Dunbar, WV: Yeager",238.00,25.00,9.32,5.12,9.51,0.00,1.05,4.00,0.00,1575.00,520.00,629.00,391.00,0.00,35.00,
2003,10,"DH","Atlantic Coast Airlines","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",2572.00,220.00,57.49,8.39,70.84,0.00,83.27,56.00,2.00,11757.00,3494.00,680.00,3213.00,0.00,4370.00,
2003,10,"DH","Atlantic Coast Airlines","DAY","Dayton, OH: James M Cox/Dayton International",244.00,22.00,9.73,4.59,3.79,0.00,3.88,1.00,1.00,1429.00,599.00,479.00,217.00,0.00,134.00,
2003,10,"DH","Atlantic Coast Airlines","DCA","Washington, DC: Ronald Reagan Washington National",31.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,24.00,
2003,10,"DH","Atlantic Coast Airlines","DSM","Des Moines, IA: Des Moines International",32.00,5.00,2.00,0.00,0.00,0.00,3.00,0.00,0.00,224.00,36.00,0.00,0.00,0.00,188.00,
2003,10,"DH","Atlantic Coast Airlines","DTW","Detroit, MI: Detroit Metro Wayne County",151.00,29.00,18.89,1.83,7.28,0.00,1.00,2.00,0.00,1317.00,914.00,82.00,298.00,0.00,23.00,
2003,10,"DH","Atlantic Coast Airlines","ERI","Erie, PA: Erie International/Tom Ridge Field",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2003,10,"DH","Atlantic Coast Airlines","EVV","Evansville, IN: Evansville Regional",124.00,7.00,3.92,0.00,1.26,0.00,1.82,0.00,0.00,322.00,262.00,0.00,23.00,0.00,37.00,
2003,10,"DH","Atlantic Coast Airlines","EWR","Newark, NJ: Newark Liberty International",290.00,58.00,23.53,1.00,28.47,0.00,5.00,8.00,0.00,3173.00,1131.00,107.00,1793.00,0.00,142.00,
2003,10,"DH","Atlantic Coast Airlines","FAR","Fargo, ND: Hector International",93.00,13.00,6.84,2.00,2.20,0.00,1.96,0.00,1.00,625.00,316.00,124.00,59.00,0.00,126.00,
2003,10,"DH","Atlantic Coast Airlines","FSD","Sioux Falls, SD: Joe Foss Field",60.00,18.00,10.54,1.00,5.46,0.00,1.00,2.00,0.00,976.00,691.00,35.00,205.00,0.00,45.00,
2003,10,"DH","Atlantic Coast Airlines","FWA","Fort Wayne, IN: Fort Wayne International",244.00,26.00,16.04,3.74,2.22,0.00,4.00,3.00,0.00,1307.00,761.00,301.00,85.00,0.00,160.00,
2003,10,"DH","Atlantic Coast Airlines","GRR","Grand Rapids, MI: Gerald R. Ford International",62.00,15.00,8.91,2.00,1.17,0.00,2.92,1.00,0.00,510.00,199.00,137.00,23.00,0.00,151.00,
2003,10,"DH","Atlantic Coast Airlines","GSO","Greensboro/High Point, NC: Piedmont Triad International",229.00,47.00,30.40,2.85,11.75,0.00,2.00,2.00,0.00,1606.00,963.00,198.00,401.00,0.00,44.00,
2003,10,"DH","Atlantic Coast Airlines","GSP","Greer, SC: Greenville-Spartanburg International",310.00,42.00,22.83,1.89,9.84,0.00,7.44,6.00,0.00,2041.00,1177.00,101.00,260.00,0.00,503.00,
2003,10,"DH","Atlantic Coast Airlines","HPN","White Plains, NY: Westchester County",286.00,55.00,39.83,2.88,7.74,0.00,4.55,1.00,0.00,2325.00,1600.00,155.00,226.00,0.00,344.00,
2003,10,"DH","Atlantic Coast Airlines","IAD","Washington, DC: Washington Dulles International",4658.00,618.00,131.40,58.63,230.71,5.63,191.63,92.00,13.00,39298.00,7416.00,8343.00,11913.00,285.00,11341.00,
2003,10,"DH","Atlantic Coast Airlines","ICT","Wichita, KS: Wichita Dwight D Eisenhower National",181.00,31.00,20.51,2.99,6.51,0.00,1.00,1.00,0.00,1285.00,859.00,166.00,201.00,0.00,59.00,
2003,10,"DH","Atlantic Coast Airlines","IND","Indianapolis, IN: Indianapolis International",211.00,30.00,15.93,2.33,4.92,0.00,6.82,0.00,0.00,1748.00,879.00,67.00,163.00,0.00,639.00,
2003,10,"DH","Atlantic Coast Airlines","JAX","Jacksonville, FL: Jacksonville International",279.00,49.00,33.80,2.84,7.84,0.00,4.52,1.00,0.00,2336.00,1606.00,284.00,244.00,0.00,202.00,
2003,10,"DH","Atlantic Coast Airlines","JFK","New York, NY: John F. Kennedy International",452.00,56.00,27.40,3.00,17.28,0.00,8.32,5.00,0.00,2874.00,1306.00,139.00,1020.00,0.00,409.00,
2003,10,"DH","Atlantic Coast Airlines","LAN","Lansing, MI: Capital Region International",213.00,24.00,13.57,1.61,6.08,0.00,2.74,3.00,0.00,1101.00,618.00,125.00,168.00,0.00,190.00,
2003,10,"DH","Atlantic Coast Airlines","LEX","Lexington, KY: Blue Grass",95.00,7.00,6.59,0.00,0.41,0.00,0.00,2.00,0.00,230.00,218.00,0.00,12.00,0.00,0.00,
2003,10,"DH","Atlantic Coast Airlines","LGA","New York, NY: LaGuardia",166.00,39.00,21.47,1.95,10.06,0.00,5.52,5.00,0.00,2326.00,1172.00,83.00,682.00,0.00,389.00,
2003,10,"DH","Atlantic Coast Airlines","LNK","Lincoln, NE: Lincoln Airport",64.00,18.00,7.74,1.00,6.69,0.00,2.57,1.00,0.00,775.00,408.00,78.00,194.00,0.00,95.00,
2003,10,"DH","Atlantic Coast Airlines","MBS","Saginaw/Bay City/Midland, MI: MBS International",60.00,10.00,6.42,0.99,1.59,1.00,0.00,0.00,0.00,515.00,293.00,83.00,64.00,75.00,0.00,
2003,10,"DH","Atlantic Coast Airlines","MDT","Harrisburg, PA: Harrisburg International",217.00,36.00,24.56,2.00,4.44,0.00,5.00,4.00,1.00,1772.00,1181.00,169.00,124.00,0.00,298.00,
2003,10,"DH","Atlantic Coast Airlines","MDW","Chicago, IL: Chicago Midway International",58.00,7.00,2.49,1.00,2.51,0.00,1.00,0.00,0.00,356.00,106.00,42.00,188.00,0.00,20.00,
2003,10,"DH","Atlantic Coast Airlines","MEM","Memphis, TN: Memphis International",152.00,27.00,12.99,1.00,7.47,0.00,5.54,2.00,0.00,1315.00,795.00,35.00,214.00,0.00,271.00,
2003,10,"DH","Atlantic Coast Airlines","MHT","Manchester, NH: Manchester-Boston Regional",96.00,14.00,10.33,0.00,1.79,0.00,1.88,1.00,0.00,603.00,481.00,0.00,56.00,0.00,66.00,
2003,10,"DH","Atlantic Coast Airlines","MKE","Milwaukee, WI: General Mitchell International",62.00,7.00,2.35,0.65,1.34,0.00,2.66,1.00,0.00,249.00,55.00,82.00,63.00,0.00,49.00,
2003,10,"DH","Atlantic Coast Airlines","MLI","Moline, IL: Quad City International",95.00,24.00,17.78,0.00,5.22,0.00,1.00,1.00,0.00,924.00,764.00,0.00,141.00,0.00,19.00,
2003,10,"DH","Atlantic Coast Airlines","MSN","Madison, WI: Dane County Regional-Truax Field",62.00,5.00,1.70,1.00,0.83,0.00,1.47,1.00,0.00,138.00,61.00,23.00,21.00,0.00,33.00,
2003,10,"DH","Atlantic Coast Airlines","MSY","New Orleans, LA: Louis Armstrong New Orleans International",92.00,20.00,12.15,0.59,5.26,0.00,2.00,0.00,1.00,832.00,582.00,13.00,161.00,0.00,76.00,
2003,10,"DH","Atlantic Coast Airlines","OKC","Oklahoma City, OK: Will Rogers World",125.00,16.00,7.05,2.72,5.23,0.00,1.00,1.00,0.00,591.00,277.00,139.00,145.00,0.00,30.00,
2003,10,"DH","Atlantic Coast Airlines","ORD","Chicago, IL: Chicago O'Hare International",4158.00,724.00,130.83,2.91,465.68,0.50,124.08,63.00,2.00,32926.00,6453.00,198.00,20485.00,10.00,5780.00,
2003,10,"DH","Atlantic Coast Airlines","ORF","Norfolk, VA: Norfolk International",315.00,49.00,26.80,2.00,16.20,0.00,4.00,3.00,0.00,1981.00,1173.00,134.00,436.00,0.00,238.00,
2003,10,"DH","Atlantic Coast Airlines","PHL","Philadelphia, PA: Philadelphia International",394.00,65.00,35.91,0.92,20.64,0.00,7.53,8.00,0.00,3553.00,1880.00,112.00,918.00,0.00,643.00,
2003,10,"DH","Atlantic Coast Airlines","PIA","Peoria, IL: General Downing - Peoria International",92.00,19.00,10.54,1.97,3.49,0.00,3.00,1.00,0.00,818.00,389.00,123.00,105.00,0.00,201.00,
2003,10,"DH","Atlantic Coast Airlines","PIT","Pittsburgh, PA: Pittsburgh International",217.00,16.00,8.89,1.00,5.69,0.00,0.42,2.00,0.00,722.00,430.00,35.00,241.00,0.00,16.00,
2003,10,"DH","Atlantic Coast Airlines","PVD","Providence, RI: Theodore Francis Green State",124.00,15.00,8.03,0.00,1.02,0.00,5.95,2.00,0.00,691.00,264.00,0.00,80.00,0.00,347.00,
2003,10,"DH","Atlantic Coast Airlines","PWM","Portland, ME: Portland International Jetport",252.00,32.00,21.35,2.61,5.04,0.00,3.00,3.00,0.00,1505.00,864.00,354.00,180.00,0.00,107.00,
2003,10,"DH","Atlantic Coast Airlines","RDU","Raleigh/Durham, NC: Raleigh-Durham International",231.00,38.00,18.98,0.00,8.42,0.00,10.59,0.00,0.00,1659.00,830.00,0.00,269.00,0.00,560.00,
2003,10,"DH","Atlantic Coast Airlines","RIC","Richmond, VA: Richmond International",63.00,12.00,9.82,0.00,1.29,0.00,0.89,0.00,0.00,600.00,488.00,0.00,54.00,0.00,58.00,
2003,10,"DH","Atlantic Coast Airlines","ROA","Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",271.00,40.00,24.07,1.92,11.33,0.72,1.96,1.00,1.00,2096.00,1332.00,152.00,319.00,13.00,280.00,
2003,10,"DH","Atlantic Coast Airlines","ROC","Rochester, NY: Greater Rochester International",217.00,30.00,10.84,4.00,8.76,0.00,6.39,2.00,1.00,1297.00,339.00,331.00,206.00,0.00,421.00,
2003,10,"DH","Atlantic Coast Airlines","SAV","Savannah, GA: Savannah/Hilton Head International",196.00,38.00,25.42,0.33,7.26,1.00,4.00,1.00,0.00,1571.00,1110.00,15.00,195.00,62.00,189.00,
2003,10,"DH","Atlantic Coast Airlines","SBN","South Bend, IN: South Bend International",158.00,9.00,5.43,0.98,1.29,0.00,1.29,2.00,0.00,321.00,133.00,64.00,26.00,0.00,98.00,
2003,10,"DH","Atlantic Coast Airlines","SCE","State College, PA: University Park",124.00,12.00,3.85,1.42,2.99,0.00,3.74,1.00,2.00,715.00,146.00,135.00,154.00,0.00,280.00,
2003,10,"DH","Atlantic Coast Airlines","SDF","Louisville, KY: Louisville International-Standiford Field",31.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,40.00,0.00,0.00,0.00,0.00,
2003,10,"DH","Atlantic Coast Airlines","SGF","Springfield, MO: Springfield-Branson National",31.00,5.00,4.00,0.00,1.00,0.00,0.00,0.00,0.00,135.00,120.00,0.00,15.00,0.00,0.00,
2003,10,"DH","Atlantic Coast Airlines","STL","St. Louis, MO: St Louis Lambert International",33.00,3.00,0.22,0.00,2.00,0.00,0.78,1.00,0.00,64.00,6.00,0.00,44.00,0.00,14.00,
2003,10,"DH","Atlantic Coast Airlines","SYR","Syracuse, NY: Syracuse Hancock International",218.00,33.00,14.58,3.00,13.42,0.00,2.00,3.00,1.00,1243.00,745.00,123.00,302.00,0.00,73.00,
2003,10,"DH","Atlantic Coast Airlines","TOL","Toledo, OH: Toledo Express",186.00,17.00,6.35,0.73,2.59,0.00,7.33,0.00,0.00,752.00,240.00,67.00,103.00,0.00,342.00,
2003,10,"DH","Atlantic Coast Airlines","TRI","Bristol/Johnson City/Kingsport, TN: Tri Cities",62.00,2.00,0.00,0.60,0.65,0.00,0.75,1.00,0.00,91.00,0.00,45.00,34.00,0.00,12.00,
2003,10,"DH","Atlantic Coast Airlines","TUL","Tulsa, OK: Tulsa International",96.00,11.00,7.57,1.00,2.43,0.00,0.00,3.00,0.00,483.00,381.00,49.00,53.00,0.00,0.00,
2003,10,"DH","Atlantic Coast Airlines","TVC","Traverse City, MI: Cherry Capital",31.00,3.00,2.80,0.00,0.20,0.00,0.00,0.00,0.00,135.00,132.00,0.00,3.00,0.00,0.00,
2003,10,"DH","Atlantic Coast Airlines","TYS","Knoxville, TN: McGhee Tyson",283.00,34.00,20.31,5.08,4.74,0.00,3.87,2.00,0.00,1705.00,1056.00,385.00,116.00,0.00,148.00,
2003,10,"DL","Delta Air Lines Inc.","ABQ","Albuquerque, NM: Albuquerque International Sunport",185.00,19.00,6.47,0.00,9.26,0.00,3.27,1.00,0.00,645.00,302.00,0.00,197.00,0.00,146.00,
2003,10,"DL","Delta Air Lines Inc.","ALB","Albany, NY: Albany International",155.00,28.00,10.88,0.00,10.52,0.00,6.60,1.00,0.00,1193.00,588.00,0.00,318.00,0.00,287.00,
2003,10,"DL","Delta Air Lines Inc.","ANC","Anchorage, AK: Ted Stevens Anchorage International",62.00,11.00,4.47,0.00,6.53,0.00,0.00,0.00,0.00,586.00,383.00,0.00,203.00,0.00,0.00,
2003,10,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",16674.00,2641.00,386.64,35.57,1839.54,0.36,378.89,60.00,7.00,102272.00,25161.00,1546.00,58276.00,30.00,17259.00,
2003,10,"DL","Delta Air Lines Inc.","AUS","Austin, TX: Austin - Bergstrom International",213.00,29.00,9.94,0.02,10.06,0.00,8.98,0.00,0.00,1039.00,456.00,1.00,249.00,0.00,333.00,
2003,10,"DL","Delta Air Lines Inc.","BDL","Hartford, CT: Bradley International",541.00,68.00,17.28,0.26,38.16,0.00,12.30,0.00,1.00,2322.00,735.00,7.00,1055.00,0.00,525.00,
2003,10,"DL","Delta Air Lines Inc.","BHM","Birmingham, AL: Birmingham-Shuttlesworth International",306.00,35.00,8.10,0.00,16.39,0.00,10.51,2.00,0.00,1042.00,311.00,0.00,339.00,0.00,392.00,
2003,10,"DL","Delta Air Lines Inc.","BIL","Billings, MT: Billings Logan International",31.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,113.00,113.00,0.00,0.00,0.00,0.00,
2003,10,"DL","Delta Air Lines Inc.","BNA","Nashville, TN: Nashville International",196.00,36.00,10.10,0.00,18.26,0.00,7.64,0.00,0.00,1098.00,350.00,0.00,446.00,0.00,302.00,
2003,10,"DL","Delta Air Lines Inc.","BOI","Boise, ID: Boise Air Terminal",62.00,2.00,1.40,0.00,0.60,0.00,0.00,0.00,0.00,42.00,30.00,0.00,12.00,0.00,0.00,
2003,10,"DL","Delta Air Lines Inc.","BOS","Boston, MA: Logan International",1530.00,168.00,38.38,0.00,97.01,0.00,32.61,14.00,1.00,5169.00,1477.00,0.00,2312.00,0.00,1380.00,
2003,10,"DL","Delta Air Lines Inc.","BTR","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",62.00,10.00,1.14,0.00,7.21,0.00,1.65,0.00,0.00,254.00,21.00,0.00,156.00,0.00,77.00,
2003,10,"DL","Delta Air Lines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",417.00,72.00,26.24,0.00,28.52,0.00,17.24,0.00,0.00,2707.00,1251.00,0.00,819.00,0.00,637.00,
2003,10,"DL","Delta Air Lines Inc.","BZN","Bozeman, MT: Bozeman Yellowstone International",62.00,2.00,0.40,0.00,1.60,0.00,0.00,0.00,0.00,70.00,17.00,0.00,53.00,0.00,0.00,
2003,10,"DL","Delta Air Lines Inc.","CAE","Columbia, SC: Columbia Metropolitan",124.00,16.00,5.35,0.00,10.41,0.00,0.24,0.00,0.00,469.00,232.00,0.00,233.00,0.00,4.00,
2003,10,"DL","Delta Air Lines Inc.","CHS","Charleston, SC: Charleston AFB/International",186.00,33.00,8.01,0.00,16.13,0.00,8.86,0.00,0.00,1279.00,565.00,0.00,371.00,0.00,343.00,
2003,10,"DL","Delta Air Lines Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",275.00,37.00,12.32,0.00,16.42,0.00,8.26,1.00,0.00,1358.00,535.00,0.00,437.00,0.00,386.00,
2003,10,"DL","Delta Air Lines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",217.00,32.00,10.03,0.00,20.15,0.00,1.81,1.00,0.00,882.00,322.00,0.00,490.00,0.00,70.00,
2003,10,"DL","Delta Air Lines Inc.","CMH","Columbus, OH: John Glenn Columbus International",310.00,26.00,13.41,1.07,3.75,0.00,7.77,0.00,0.00,929.00,458.00,104.00,99.00,0.00,268.00,
2003,10,"DL","Delta Air Lines Inc.","COS","Colorado Springs, CO: City of Colorado Springs Municipal",62.00,6.00,0.44,0.00,5.56,0.00,0.00,0.00,0.00,138.00,8.00,0.00,130.00,0.00,0.00,
2003,10,"DL","Delta Air Lines Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",4493.00,517.00,109.31,3.95,341.96,0.96,60.82,18.00,5.00,19496.00,5271.00,446.00,10587.00,73.00,3119.00,
2003,10,"DL","Delta Air Lines Inc.","DAB","Daytona Beach, FL: Daytona Beach International",133.00,35.00,12.89,0.00,13.68,0.00,8.44,0.00,0.00,1106.00,410.00,0.00,332.00,0.00,364.00,
2003,10,"DL","Delta Air Lines Inc.","DAY","Dayton, OH: James M Cox/Dayton International",213.00,32.00,17.09,0.00,6.69,0.00,8.22,0.00,0.00,1516.00,1074.00,0.00,206.00,0.00,236.00,
2003,10,"DL","Delta Air Lines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",1052.00,150.00,29.63,1.15,99.51,0.00,19.71,15.00,6.00,5204.00,1289.00,133.00,3002.00,0.00,780.00,
2003,10,"DL","Delta Air Lines Inc.","DEN","Denver, CO: Denver International",523.00,81.00,19.02,0.85,45.01,0.00,16.12,0.00,1.00,2634.00,710.00,171.00,1131.00,0.00,622.00,
2003,10,"DL","Delta Air Lines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",1696.00,163.00,51.93,3.50,77.62,0.00,29.96,25.00,0.00,6206.00,2453.00,204.00,1989.00,0.00,1560.00,
2003,10,"DL","Delta Air Lines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",208.00,35.00,10.17,0.00,13.52,0.00,11.31,0.00,0.00,1150.00,370.00,0.00,369.00,0.00,411.00,
2003,10,"DL","Delta Air Lines Inc.","ELP","El Paso, TX: El Paso International",31.00,6.00,1.92,0.00,1.28,0.00,2.80,0.00,0.00,193.00,76.00,0.00,32.00,0.00,85.00,
2003,10,"DL","Delta Air Lines Inc.","EWR","Newark, NJ: Newark Liberty International",656.00,128.00,19.71,0.00,91.94,0.00,16.34,6.00,2.00,5132.00,814.00,0.00,3614.00,0.00,704.00,
2003,10,"DL","Delta Air Lines Inc.","FCA","Kalispell, MT: Glacier Park International",62.00,3.00,0.00,0.00,2.12,0.00,0.88,1.00,2.00,54.00,0.00,0.00,39.00,0.00,15.00,
2003,10,"DL","Delta Air Lines Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",983.00,135.00,37.41,1.06,71.65,1.00,23.88,1.00,2.00,4431.00,1300.00,49.00,1741.00,30.00,1311.00,
2003,10,"DL","Delta Air Lines Inc.","GEG","Spokane, WA: Spokane International",62.00,7.00,3.56,1.00,2.44,0.00,0.00,0.00,0.00,162.00,82.00,27.00,53.00,0.00,0.00,
2003,10,"DL","Delta Air Lines Inc.","GRR","Grand Rapids, MI: Gerald R. Ford International",31.00,3.00,0.00,0.00,2.38,0.00,0.62,0.00,0.00,65.00,0.00,0.00,44.00,0.00,21.00,
2003,10,"DL","Delta Air Lines Inc.","GSO","Greensboro/High Point, NC: Piedmont Triad International",292.00,55.00,15.78,0.00,26.94,0.00,12.28,1.00,0.00,1615.00,533.00,0.00,624.00,0.00,458.00,
2003,10,"DL","Delta Air Lines Inc.","GSP","Greer, SC: Greenville-Spartanburg International",151.00,19.00,7.88,0.00,3.75,0.00,7.36,0.00,0.00,620.00,274.00,0.00,70.00,0.00,276.00,
2003,10,"DL","Delta Air Lines Inc.","GTF","Great Falls, MT: Great Falls International",62.00,2.00,1.90,0.00,0.10,0.00,0.00,3.00,0.00,173.00,168.00,0.00,5.00,0.00,0.00,
2003,10,"DL","Delta Air Lines Inc.","HLN","Helena, MT: Helena Regional",31.00,3.00,2.00,0.00,0.04,0.00,0.96,1.00,0.00,218.00,128.00,0.00,4.00,0.00,86.00,
2003,10,"DL","Delta Air Lines Inc.","HNL","Honolulu, HI: Daniel K Inouye International",155.00,6.00,1.35,0.00,3.74,0.00,0.91,0.00,0.00,375.00,71.00,0.00,261.00,0.00,43.00,
2003,10,"DL","Delta Air Lines Inc.","HOU","Houston, TX: William P Hobby",182.00,29.00,14.41,0.00,10.12,0.00,4.47,0.00,0.00,1072.00,706.00,0.00,236.00,0.00,130.00,
2003,10,"DL","Delta Air Lines Inc.","HSV","Huntsville, AL: Huntsville International-Carl T Jones Field",120.00,28.00,4.74,0.00,20.00,0.00,3.26,0.00,0.00,746.00,191.00,0.00,441.00,0.00,114.00,
2003,10,"DL","Delta Air Lines Inc.","IAD","Washington, DC: Washington Dulles International",391.00,63.00,17.97,1.16,29.32,0.00,14.54,0.00,0.00,2275.00,694.00,96.00,1015.00,0.00,470.00,
2003,10,"DL","Delta Air Lines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",244.00,30.00,11.63,0.00,11.71,0.00,6.66,1.00,1.00,1139.00,567.00,0.00,306.00,0.00,266.00,
2003,10,"DL","Delta Air Lines Inc.","IND","Indianapolis, IN: Indianapolis International",240.00,50.00,15.07,0.00,24.26,0.00,10.67,0.00,0.00,1895.00,772.00,0.00,667.00,0.00,456.00,
2003,10,"DL","Delta Air Lines Inc.","JAN","Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",116.00,21.00,4.86,0.00,9.84,0.00,6.30,0.00,0.00,675.00,189.00,0.00,248.00,0.00,238.00,
2003,10,"DL","Delta Air Lines Inc.","JAX","Jacksonville, FL: Jacksonville International",362.00,51.00,14.36,0.00,28.65,0.00,7.99,0.00,0.00,1506.00,590.00,0.00,612.00,0.00,304.00,
2003,10,"DL","Delta Air Lines Inc.","JFK","New York, NY: John F. Kennedy International",923.00,117.00,18.19,1.38,76.45,0.00,20.98,2.00,1.00,5148.00,1049.00,34.00,2651.00,0.00,1414.00,
2003,10,"DL","Delta Air Lines Inc.","LAS","Las Vegas, NV: McCarran International",768.00,127.00,29.18,1.00,84.48,0.00,12.35,0.00,2.00,4655.00,1156.00,275.00,2563.00,0.00,661.00,
2003,10,"DL","Delta Air Lines Inc.","LAX","Los Angeles, CA: Los Angeles International",1260.00,195.00,54.56,2.42,119.66,0.00,18.36,18.00,5.00,11126.00,2613.00,137.00,7236.00,0.00,1140.00,
2003,10,"DL","Delta Air Lines Inc.","LEX","Lexington, KY: Blue Grass",124.00,29.00,9.00,0.00,10.75,0.00,9.25,0.00,0.00,1005.00,340.00,0.00,349.00,0.00,316.00,
2003,10,"DL","Delta Air Lines Inc.","LGA","New York, NY: LaGuardia",2024.00,283.00,46.64,0.60,184.84,0.87,50.05,27.00,1.00,10243.00,2068.00,12.00,5970.00,33.00,2160.00,
2003,10,"DL","Delta Air Lines Inc.","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",120.00,18.00,5.29,0.00,9.56,0.00,3.15,0.00,0.00,524.00,125.00,0.00,250.00,0.00,149.00,
2003,10,"DL","Delta Air Lines Inc.","MCI","Kansas City, MO: Kansas City International",391.00,41.00,15.65,0.14,20.03,0.00,5.18,0.00,0.00,1542.00,752.00,11.00,543.00,0.00,236.00,
2003,10,"DL","Delta Air Lines Inc.","MCO","Orlando, FL: Orlando International",1350.00,128.00,40.37,0.43,58.02,0.00,29.18,0.00,0.00,4813.00,1711.00,16.00,1603.00,0.00,1483.00,
2003,10,"DL","Delta Air Lines Inc.","MDW","Chicago, IL: Chicago Midway International",124.00,19.00,1.44,0.00,12.72,0.00,4.83,0.00,0.00,512.00,26.00,0.00,314.00,0.00,172.00,
2003,10,"DL","Delta Air Lines Inc.","MEM","Memphis, TN: Memphis International",240.00,39.00,13.48,0.00,12.42,0.00,13.10,0.00,0.00,1395.00,651.00,0.00,343.00,0.00,401.00,
2003,10,"DL","Delta Air Lines Inc.","MHT","Manchester, NH: Manchester-Boston Regional",124.00,18.00,6.43,0.43,7.19,0.00,3.95,0.00,0.00,748.00,344.00,9.00,168.00,0.00,227.00,
2003,10,"DL","Delta Air Lines Inc.","MIA","Miami, FL: Miami International",341.00,54.00,21.39,0.00,21.20,0.00,11.40,0.00,0.00,1713.00,673.00,0.00,615.00,0.00,425.00,
2003,10,"DL","Delta Air Lines Inc.","MKE","Milwaukee, WI: General Mitchell International",213.00,27.00,10.73,0.00,14.23,0.00,2.05,0.00,0.00,916.00,377.00,0.00,331.00,0.00,208.00,
2003,10,"DL","Delta Air Lines Inc.","MLB","Melbourne, FL: Melbourne International",89.00,12.00,3.80,0.00,4.33,0.00,3.87,0.00,0.00,305.00,90.00,0.00,89.00,0.00,126.00,
2003,10,"DL","Delta Air Lines Inc.","MOB","Mobile, AL: Mobile Regional",147.00,23.00,4.67,0.00,15.90,0.00,2.43,0.00,0.00,789.00,218.00,0.00,485.00,0.00,86.00,
2003,10,"DL","Delta Air Lines Inc.","MSO","Missoula, MT: Missoula International",62.00,2.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,87.00,69.00,0.00,18.00,0.00,0.00,
